message,timestamp,severity,tags,attributes
,2026-04-13T06:31:58.368845461Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
[35m[Region: europe-west4][0m,2026-04-13T06:32:05.801452386Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
[35m=========================,2026-04-13T06:32:05.820352187Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
Using Detected Dockerfile,2026-04-13T06:32:05.820398054Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
=========================,2026-04-13T06:32:05.820407297Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
[0m,2026-04-13T06:32:05.820415420Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
context: 89wf-bb_a,2026-04-13T06:32:05.820436235Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info""}"
[internal] load build definition from Dockerfile,2026-04-13T06:32:06.148518205Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:98a9016947b8cc3f18d35b3ad6fa77f70625d617ff080cc834fd6d4940444c08"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[internal] load build definition from Dockerfile,2026-04-13T06:32:06.148601618Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.14290605Z"",""digest"":""sha256:98a9016947b8cc3f18d35b3ad6fa77f70625d617ff080cc834fd6d4940444c08"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.142846151Z"",""type"":""vertex""}"
[internal] load build definition from Dockerfile,2026-04-13T06:32:06.148624725Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:98a9016947b8cc3f18d35b3ad6fa77f70625d617ff080cc834fd6d4940444c08"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.143392775Z"",""type"":""vertex""}"
[internal] load build definition from Dockerfile,2026-04-13T06:32:06.188904643Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.183596276Z"",""digest"":""sha256:98a9016947b8cc3f18d35b3ad6fa77f70625d617ff080cc834fd6d4940444c08"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.143392775Z"",""type"":""vertex""}"
[internal] load metadata for docker.io/library/node:22-bookworm-slim,2026-04-13T06:32:06.197180609Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:48770834e3fdab07d362e52744f1668ca0a5d8bdee5b8ca0d8d342fab2c830eb"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.192070178Z"",""type"":""vertex""}"
[auth] library/node:pull token for registry-1.docker.io,2026-04-13T06:32:06.209266417Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:d1e7d24a934870454897653aefcf3b6a84bffbc3840ef9bc9d12c4a22b1bb2e5"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.208925527Z"",""type"":""vertex""}"
[auth] library/node:pull token for registry-1.docker.io,2026-04-13T06:32:06.209340390Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.208966971Z"",""digest"":""sha256:d1e7d24a934870454897653aefcf3b6a84bffbc3840ef9bc9d12c4a22b1bb2e5"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.208925527Z"",""type"":""vertex""}"
[internal] load metadata for docker.io/library/node:22-bookworm-slim,2026-04-13T06:32:06.727793581Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.722800839Z"",""digest"":""sha256:48770834e3fdab07d362e52744f1668ca0a5d8bdee5b8ca0d8d342fab2c830eb"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.192070178Z"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-13T06:32:06.728440607Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:ea5efadd6f2b6d1b907292bdf8fefc950e89b3103d534ff46664b97ec4a1bd9b"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-13T06:32:06.728524462Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.723625051Z"",""digest"":""sha256:ea5efadd6f2b6d1b907292bdf8fefc950e89b3103d534ff46664b97ec4a1bd9b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.723586592Z"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-13T06:32:06.728824363Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:ea5efadd6f2b6d1b907292bdf8fefc950e89b3103d534ff46664b97ec4a1bd9b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.724033599Z"",""type"":""vertex""}"
[internal] load .dockerignore,2026-04-13T06:32:06.744915419Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.740064023Z"",""digest"":""sha256:ea5efadd6f2b6d1b907292bdf8fefc950e89b3103d534ff46664b97ec4a1bd9b"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.724033599Z"",""type"":""vertex""}"
[builder 6/6] RUN npx prisma generate && npm run build,2026-04-13T06:32:06.752139183Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722"",""inputs"":[""sha256:2fe36bd853995602a34fc559c1af7b96734d9648a79f1e60e5423e3829733aea""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[builder 5/6] COPY . .,2026-04-13T06:32:06.752193189Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:2fe36bd853995602a34fc559c1af7b96734d9648a79f1e60e5423e3829733aea"",""inputs"":[""sha256:94134f761144084faf75352641203eac7199e59fde3b82dd5639ff80222e5d4b"",""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[builder 4/6] COPY --from=deps /app/node_modules ./node_modules,2026-04-13T06:32:06.752207447Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:94134f761144084faf75352641203eac7199e59fde3b82dd5639ff80222e5d4b"",""inputs"":[""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d"",""sha256:4dea30d4053766995d419c54e308b33494738d6dfa619952fecf725bdc0d17fd""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[deps 4/4] RUN npm ci,2026-04-13T06:32:06.752221609Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:4dea30d4053766995d419c54e308b33494738d6dfa619952fecf725bdc0d17fd"",""inputs"":[""sha256:81c71d6843212c489d09c6dc9de72c8f44bd2ae31c8c0947276b77c26a46eb4a""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[deps 3/4] COPY package*.json ./,2026-04-13T06:32:06.752236354Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:81c71d6843212c489d09c6dc9de72c8f44bd2ae31c8c0947276b77c26a46eb4a"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[internal] load build context,2026-04-13T06:32:06.752248020Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[builder 3/6] RUN apt-get update -y && apt-get install -y openssl,2026-04-13T06:32:06.752259327Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
"[runner 3/9] RUN apt-get update   && apt-get install -y --no-install-recommends ca-certificates curl gnupg   && install -d /usr/share/postgresql-common/pgdg   && curl -fsSL https://www.postgresql.org/media/keys/ACCC4CF8.asc -o /usr/share/postgresql-common/pgdg/apt.postgresql.org.asc   && echo ""deb [signed-by=/usr/share/postgresql-common/pgdg/apt.postgresql.org.asc] https://apt.postgresql.org/pub/repos/apt bookworm-pgdg main"" > /etc/apt/sources.list.d/pgdg.list   && apt-get update   && apt-get install -y --no-install-recommends postgresql-client-17   && rm -rf /var/lib/apt/lists/*",2026-04-13T06:32:06.752273854Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[deps 2/4] WORKDIR /app,2026-04-13T06:32:06.752288094Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""inputs"":[""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[deps 1/4] FROM docker.io/library/node:22-bookworm-slim@sha256:f3a68cf41a855d227d1b0ab832bed9749469ef38cf4f58182fb8c893bc462383,2026-04-13T06:32:06.752305383Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 5/9] COPY --from=builder /app/node_modules ./node_modules,2026-04-13T06:32:06.752339631Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:0261fced3becad00bba2a9315e62879624bad60d9b4820bf92993df4c3f39794"",""inputs"":[""sha256:18cf9e4b3f1fc60ce3d8c3229ad4c6ee34efd87832d65a75766a295fec9a7597"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 4/9] COPY --from=builder /app/package*.json ./,2026-04-13T06:32:06.752351917Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:18cf9e4b3f1fc60ce3d8c3229ad4c6ee34efd87832d65a75766a295fec9a7597"",""inputs"":[""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 9/9] COPY --from=builder /app/next.config.js ./next.config.js,2026-04-13T06:32:06.752387274Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:3200b5b192948da9c7bae880e6200e54dde4781186e5eaaa437f66f9f318096c"",""inputs"":[""sha256:62a2887b008f1497c9c55d340f290a4e55491b973ac6a00922a0a349a4917435"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 8/9] COPY --from=builder /app/prisma ./prisma,2026-04-13T06:32:06.752398467Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:62a2887b008f1497c9c55d340f290a4e55491b973ac6a00922a0a349a4917435"",""inputs"":[""sha256:f60c0a884d2b0da2d66df6cdcc0ab45e582283229724d2f5dd1fcb42080f0429"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 7/9] COPY --from=builder /app/public ./public,2026-04-13T06:32:06.752411864Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:f60c0a884d2b0da2d66df6cdcc0ab45e582283229724d2f5dd1fcb42080f0429"",""inputs"":[""sha256:09e8f8fd4fd767047663ebd562ae11cb1025418f5b3792f6a603ed8b8d3fa10a"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[runner 6/9] COPY --from=builder /app/.next ./.next,2026-04-13T06:32:06.752423321Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:09e8f8fd4fd767047663ebd562ae11cb1025418f5b3792f6a603ed8b8d3fa10a"",""inputs"":[""sha256:0261fced3becad00bba2a9315e62879624bad60d9b4820bf92993df4c3f39794"",""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[deps 1/4] FROM docker.io/library/node:22-bookworm-slim@sha256:f3a68cf41a855d227d1b0ab832bed9749469ef38cf4f58182fb8c893bc462383,2026-04-13T06:32:06.752447529Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.747435166Z"",""type"":""vertex""}"
[internal] load build context,2026-04-13T06:32:06.752459560Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.747512719Z"",""digest"":""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.747470508Z"",""type"":""vertex""}"
[deps 1/4] FROM docker.io/library/node:22-bookworm-slim@sha256:f3a68cf41a855d227d1b0ab832bed9749469ef38cf4f58182fb8c893bc462383,2026-04-13T06:32:06.769451609Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.764638903Z"",""digest"":""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.747435166Z"",""type"":""vertex""}"
[deps 1/4] FROM docker.io/library/node:22-bookworm-slim@sha256:f3a68cf41a855d227d1b0ab832bed9749469ef38cf4f58182fb8c893bc462383,2026-04-13T06:32:06.770115004Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""cached"":true,""completed"":""2026-04-13T06:32:06.765196347Z"",""digest"":""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.76513421Z"",""type"":""vertex""}"
[internal] load build context,2026-04-13T06:32:06.770155282Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.765164213Z"",""type"":""vertex""}"
[deps 2/4] WORKDIR /app,2026-04-13T06:32:06.770180981Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""inputs"":[""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.76552115Z"",""type"":""vertex""}"
[deps 2/4] WORKDIR /app,2026-04-13T06:32:06.932901674Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:06.928033165Z"",""digest"":""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""inputs"":[""sha256:f988f4f7c4d34ababcf115d05a19aaddbb6273a6730065a3487ff1971cfdf33e""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.76552115Z"",""type"":""vertex""}"
"[runner 3/9] RUN apt-get update   && apt-get install -y --no-install-recommends ca-certificates curl gnupg   && install -d /usr/share/postgresql-common/pgdg   && curl -fsSL https://www.postgresql.org/media/keys/ACCC4CF8.asc -o /usr/share/postgresql-common/pgdg/apt.postgresql.org.asc   && echo ""deb [signed-by=/usr/share/postgresql-common/pgdg/apt.postgresql.org.asc] https://apt.postgresql.org/pub/repos/apt bookworm-pgdg main"" > /etc/apt/sources.list.d/pgdg.list   && apt-get update   && apt-get install -y --no-install-recommends postgresql-client-17   && rm -rf /var/lib/apt/lists/*",2026-04-13T06:32:06.936189228Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.931209192Z"",""type"":""vertex""}"
[builder 3/6] RUN apt-get update -y && apt-get install -y openssl,2026-04-13T06:32:06.936458122Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.931349435Z"",""type"":""vertex""}"
[internal] load build context,2026-04-13T06:32:07.070914318Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:07.065539Z"",""digest"":""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce"",""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:06.765164213Z"",""type"":""vertex""}"
[deps 3/4] COPY package*.json ./,2026-04-13T06:32:07.076824375Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:81c71d6843212c489d09c6dc9de72c8f44bd2ae31c8c0947276b77c26a46eb4a"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:07.071763184Z"",""type"":""vertex""}"
[deps 3/4] COPY package*.json ./,2026-04-13T06:32:07.174664969Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-04-13T06:32:07.16950966Z"",""digest"":""sha256:81c71d6843212c489d09c6dc9de72c8f44bd2ae31c8c0947276b77c26a46eb4a"",""inputs"":[""sha256:fa2ee75d9f2006d535415bed74c265008fe8c936d65aeb89313196d9261b6009"",""sha256:8ab1fabc9d78074201b61714c223855ac1ee2a8e1148db7ab6d9630a4558f9ce""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:07.071763184Z"",""type"":""vertex""}"
"Get:1 http://deb.debian.org/debian bookworm InRelease [151 kB]
",2026-04-13T06:32:07.178759069Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.178759069Z"",""type"":""log"",""vertex"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d""}"
[deps 4/4] RUN npm ci,2026-04-13T06:32:07.181655002Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:4dea30d4053766995d419c54e308b33494738d6dfa619952fecf725bdc0d17fd"",""inputs"":[""sha256:81c71d6843212c489d09c6dc9de72c8f44bd2ae31c8c0947276b77c26a46eb4a""],""level"":""info"",""source"":""buildkit"",""started"":""2026-04-13T06:32:07.175861635Z"",""type"":""vertex""}"
"Get:2 http://deb.debian.org/debian bookworm-updates InRelease [55.4 kB]
",2026-04-13T06:32:07.198458553Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.198458553Z"",""type"":""log"",""vertex"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d""}"
"Get:3 http://deb.debian.org/debian-security bookworm-security InRelease [48.0 kB]
",2026-04-13T06:32:07.198668324Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.198668324Z"",""type"":""log"",""vertex"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d""}"
"Get:1 http://deb.debian.org/debian bookworm InRelease [151 kB]
",2026-04-13T06:32:07.217851111Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.217851111Z"",""type"":""log"",""vertex"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8""}"
"Get:2 http://deb.debian.org/debian bookworm-updates InRelease [55.4 kB]
",2026-04-13T06:32:07.235809128Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.235809128Z"",""type"":""log"",""vertex"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8""}"
"Get:3 http://deb.debian.org/debian-security bookworm-security InRelease [48.0 kB]
",2026-04-13T06:32:07.236188184Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.236188184Z"",""type"":""log"",""vertex"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8""}"
"Get:4 http://deb.debian.org/debian bookworm/main amd64 Packages [8792 kB]
",2026-04-13T06:32:07.303729097Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.303729097Z"",""type"":""log"",""vertex"":""sha256:33ccaee03596863dd0291a6f042d1c3ad06dd3e3b8b494726695e7e77210f61d""}"
"Get:4 http://deb.debian.org/debian bookworm/main amd64 Packages [8792 kB]
",2026-04-13T06:32:07.326832296Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:32:07.326832296Z"",""type"":""log"",""vertex"":""sha256:d4f8bcef45c677fc231a062557c4927df7827b7feb6ca4d03dc3b38c13ebace8""}"
