message,timestamp,severity,tags,attributes
"warn The configuration property `package.json#prisma` is deprecated and will be removed in Prisma 7. Please migrate to a Prisma config file (e.g., `prisma.config.ts`).
For more information, see: https://pris.ly/prisma-config

",2026-04-13T06:33:27.245799812Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-04-13T06:33:27.245799812Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"Prisma schema loaded from prisma/schema.prisma
",2026-04-13T06:33:27.592361867Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:27.592361867Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"┌─────────────────────────────────────────────────────────┐
│  Update available 6.19.2 -> 7.7.0                       │
│                                                         │
│  This is a major update - please follow the guide at    │
│  https://pris.ly/d/major-version-upgrade                │
│                                                         │
│  Run the following to update                            │
│    npm i --save-dev prisma@latest                       │
│    npm i @prisma/client@latest                          │
└─────────────────────────────────────────────────────────┘
",2026-04-13T06:33:28.473127494Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-04-13T06:33:28.473127494Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"
✔ Generated Prisma Client (v6.19.2) to ./node_modules/@prisma/client in 407ms

Start by importing your Prisma Client (See: https://pris.ly/d/importing-client)

Tip: Need your database queries to be 1000x faster? Accelerate offers you that and more: https://pris.ly/tip-2-accelerate

",2026-04-13T06:33:28.473231476Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:28.473231476Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"Attention: Next.js now collects completely anonymous telemetry regarding usage.
",2026-04-13T06:33:29.23485459Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.23485459Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"This information is used to shape Next.js' roadmap and prioritize features.
You can learn more, including how to opt-out if you'd not like to participate in this anonymous program, by visiting the following URL:
https://nextjs.org/telemetry
",2026-04-13T06:33:29.235217966Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.235217966Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"
",2026-04-13T06:33:29.235320002Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.235320002Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"▲ Next.js 16.1.6 (Turbopack)
",2026-04-13T06:33:29.262580737Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.262580737Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"
",2026-04-13T06:33:29.262679432Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.262679432Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"⚠ The ""middleware"" file convention is deprecated. Please use ""proxy"" instead. Learn more: https://nextjs.org/docs/messages/middleware-to-proxy
",2026-04-13T06:33:29.301322579Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-04-13T06:33:29.301322579Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"  Creating an optimized production build ...
",2026-04-13T06:33:29.378571368Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-04-13T06:33:29.378571368Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"
",2026-04-13T06:33:36.063810404Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-04-13T06:33:36.063810404Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"> Build error occurred
",2026-04-13T06:33:36.063906726Z,info,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-04-13T06:33:36.063906726Z"",""type"":""log"",""vertex"":""sha256:d49abb8dd3aaeccb86e965af6e6cff54111d691018f0666aa03bf9e274415722""}"
"JtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0KG1szMW0bWzFtPhtbMjJtG1szOW0bWzkwbSAgODUzIHwbWzM5bSAgICAgICAgICAgICAgICAgICAbWzMzbS8bWzM5bRtbMzNtPhtbMzltCiAbWzkwbSAgICAgIHwbWzM5bSAbWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW1eG1syMm0bWzM5bRtbMzFtG1sxbV4bWzIybRtbMzltG1szMW0bWzFtXhtbMjJtG1szOW0bWzMxbRtbMW0="",""timestamp"":""2026-04-13T06:33:36.092819086Z""}]}",2026-04-13T06:33:36.134104538Z,error,"{""serviceId"":""319ea0e2-e538-4575-8e20-90d75e4c9bb0"",""deploymentId"":null,""deploymentInstanceId"":null}","{""level"":""error""}"
